,OrderWeek,Segment,City,State,Region,SubCategory,Discount
8573,43,Consumer,New York City,New York,East,Paper,NO
8574,38,Home Office,San Francisco,California,West,Fasteners,NO
8575,34,Consumer,Port Saint Lucie,Florida,South,Appliances,YES
8576,27,Consumer,Concord,New Hampshire,East,Furnishings,NO
8577,51,Consumer,Rochester,Minnesota,Central,Tables,NO
8578,51,Consumer,Rochester,Minnesota,Central,Storage,NO
8579,52,Consumer,Louisville,Kentucky,South,Labels,NO
8581,21,Corporate,San Marcos,Texas,Central,Paper,YES
8582,21,Corporate,San Marcos,Texas,Central,Accessories,YES
8583,21,Corporate,San Marcos,Texas,Central,Storage,YES
8584,6,Corporate,Escondido,California,West,Binders,YES
8586,28,Corporate,Los Angeles,California,West,Accessories,NO
8587,28,Corporate,Los Angeles,California,West,Appliances,NO
8588,20,Corporate,Philadelphia,Pennsylvania,East,Storage,YES
8589,4,Consumer,Philadelphia,Pennsylvania,East,Art,YES
8590,39,Corporate,Hempstead,New York,East,Envelopes,NO
8591,16,Consumer,Greeley,Colorado,West,Envelopes,YES
8592,16,Consumer,Greeley,Colorado,West,Furnishings,YES
8593,45,Home Office,Jacksonville,Florida,South,Accessories,YES
8594,45,Home Office,Jacksonville,Florida,South,Phones,YES
8595,19,Corporate,Arlington,Virginia,South,Binders,NO
8596,19,Corporate,Arlington,Virginia,South,Paper,NO
8597,43,Home Office,San Francisco,California,West,Binders,YES
8598,48,Corporate,Fresno,California,West,Binders,YES
8599,48,Corporate,Fresno,California,West,Paper,NO
8600,48,Corporate,Fresno,California,West,Appliances,NO
8601,48,Corporate,Fresno,California,West,Binders,YES
8602,1,Home Office,Reno,Nevada,West,Phones,YES
8603,53,Corporate,San Antonio,Texas,Central,Accessories,YES
8604,53,Corporate,San Antonio,Texas,Central,Accessories,YES
8605,53,Corporate,San Antonio,Texas,Central,Phones,YES
8606,33,Consumer,New Bedford,Massachusetts,East,Accessories,NO
8607,23,Consumer,New York City,New York,East,Furnishings,NO
8608,23,Consumer,New York City,New York,East,Appliances,NO
8609,23,Consumer,New York City,New York,East,Bookcases,YES
8610,23,Consumer,New York City,New York,East,Furnishings,NO
8611,46,Consumer,Oxnard,California,West,Accessories,NO
8612,4,Corporate,Los Angeles,California,West,Art,NO
8613,45,Consumer,Oakland,California,West,Accessories,NO
8614,36,Consumer,Edmonds,Washington,West,Labels,NO
8615,36,Consumer,Edmonds,Washington,West,Binders,YES
8616,36,Consumer,Edmonds,Washington,West,Paper,NO
8617,36,Consumer,Edmonds,Washington,West,Binders,YES
8618,9,Corporate,Los Angeles,California,West,Tables,YES
8619,36,Corporate,New York City,New York,East,Storage,NO
8621,19,Corporate,Franklin,Tennessee,South,Appliances,YES
8622,47,Consumer,Phoenix,Arizona,West,Storage,YES
8624,46,Consumer,Miami,Florida,South,Accessories,YES
8625,50,Corporate,Colorado Springs,Colorado,West,Paper,YES
8626,37,Corporate,New York City,New York,East,Storage,NO
8627,37,Corporate,New York City,New York,East,Accessories,NO
8628,37,Corporate,New York City,New York,East,Binders,YES
8629,37,Corporate,New York City,New York,East,Tables,YES
8630,37,Corporate,New York City,New York,East,Fasteners,NO
8631,30,Consumer,Bethlehem,Pennsylvania,East,Bookcases,YES
8633,30,Consumer,Bethlehem,Pennsylvania,East,Appliances,YES
8634,34,Consumer,Philadelphia,Pennsylvania,East,Bookcases,YES
8635,18,Consumer,Louisville,Kentucky,South,Art,NO
8636,18,Consumer,Louisville,Kentucky,South,Storage,NO
8637,17,Consumer,Seattle,Washington,West,Furnishings,NO
8638,29,Home Office,Kenosha,Wisconsin,Central,Accessories,NO
8639,50,Corporate,Henderson,Kentucky,South,Binders,NO
8643,45,Corporate,Jacksonville,North Carolina,South,Labels,YES
8645,45,Corporate,Jacksonville,North Carolina,South,Furnishings,YES
8646,47,Consumer,Los Angeles,California,West,Chairs,YES
8647,49,Corporate,Nashville,Tennessee,South,Chairs,YES
8648,30,Consumer,Charlotte,North Carolina,South,Storage,YES
8650,37,Consumer,Seattle,Washington,West,Fasteners,NO
8651,37,Consumer,Seattle,Washington,West,Furnishings,NO
8652,37,Consumer,Seattle,Washington,West,Supplies,NO
8653,37,Consumer,Seattle,Washington,West,Accessories,NO
8654,37,Consumer,Seattle,Washington,West,Accessories,NO
8655,37,Consumer,Seattle,Washington,West,Accessories,NO
8656,37,Consumer,Seattle,Washington,West,Paper,NO
8657,37,Consumer,Seattle,Washington,West,Appliances,NO
8659,35,Corporate,Cincinnati,Ohio,East,Paper,YES
8660,47,Consumer,Fort Lauderdale,Florida,South,Bookcases,YES
8662,20,Consumer,Houston,Texas,Central,Phones,YES
8663,20,Consumer,Houston,Texas,Central,Paper,YES
8664,13,Consumer,Lakewood,California,West,Furnishings,NO
8665,46,Home Office,San Francisco,California,West,Supplies,NO
8666,52,Corporate,Philadelphia,Pennsylvania,East,Art,YES
8667,51,Home Office,Seattle,Washington,West,Binders,YES
8668,51,Home Office,Seattle,Washington,West,Machines,YES
8669,51,Consumer,Los Angeles,California,West,Paper,NO
8670,52,Consumer,Cleveland,Ohio,East,Furnishings,YES
8671,52,Consumer,Cleveland,Ohio,East,Storage,YES
8672,7,Consumer,Decatur,Illinois,Central,Fasteners,YES
8673,7,Consumer,Decatur,Illinois,Central,Chairs,YES
8674,7,Consumer,Decatur,Illinois,Central,Storage,YES
8675,7,Consumer,Decatur,Illinois,Central,Art,YES
8677,43,Consumer,Mansfield,Texas,Central,Tables,YES
8679,35,Home Office,Houston,Texas,Central,Accessories,YES
8680,48,Corporate,Richmond,Virginia,South,Appliances,NO
8681,48,Corporate,Richmond,Virginia,South,Supplies,NO
8682,45,Home Office,Arlington,Virginia,South,Accessories,NO
8683,47,Consumer,San Francisco,California,West,Art,NO
8684,50,Home Office,San Diego,California,West,Accessories,NO
8685,46,Corporate,Watertown,New York,East,Storage,NO
8686,25,Corporate,Los Angeles,California,West,Supplies,NO
8687,25,Corporate,Los Angeles,California,West,Fasteners,NO
8688,25,Corporate,Los Angeles,California,West,Paper,NO
8689,52,Corporate,Philadelphia,Pennsylvania,East,Art,YES
8690,32,Corporate,Akron,Ohio,East,Phones,YES
8691,32,Corporate,Akron,Ohio,East,Phones,YES
8692,32,Corporate,Akron,Ohio,East,Accessories,YES
8693,43,Home Office,San Francisco,California,West,Accessories,NO
8694,34,Home Office,Grand Rapids,Michigan,Central,Paper,NO
8695,37,Home Office,San Francisco,California,West,Tables,YES
8696,24,Corporate,Nashville,Tennessee,South,Phones,YES
8697,24,Corporate,Nashville,Tennessee,South,Furnishings,YES
8698,24,Corporate,Nashville,Tennessee,South,Tables,YES
8699,24,Corporate,Nashville,Tennessee,South,Phones,YES
8700,24,Corporate,Nashville,Tennessee,South,Appliances,YES
8701,24,Corporate,Nashville,Tennessee,South,Storage,YES
8702,24,Corporate,Nashville,Tennessee,South,Paper,YES
8703,9,Consumer,Philadelphia,Pennsylvania,East,Appliances,YES
8704,29,Consumer,Houston,Texas,Central,Phones,YES
8705,40,Home Office,Reno,Nevada,West,Fasteners,NO
8706,37,Home Office,New York City,New York,East,Chairs,YES
8707,37,Home Office,New York City,New York,East,Art,NO
8708,46,Corporate,Los Angeles,California,West,Phones,YES
8709,46,Corporate,Los Angeles,California,West,Bookcases,YES
8710,46,Corporate,Los Angeles,California,West,Storage,NO
8711,10,Consumer,San Diego,California,West,Tables,YES
8712,49,Consumer,San Francisco,California,West,Bookcases,YES
8713,28,Corporate,San Diego,California,West,Phones,YES
8714,28,Corporate,San Diego,California,West,Binders,YES
8718,23,Home Office,Houston,Texas,Central,Art,YES
8719,23,Home Office,Houston,Texas,Central,Paper,YES
8720,23,Home Office,Houston,Texas,Central,Chairs,YES
8721,23,Home Office,Houston,Texas,Central,Storage,YES
8723,52,Home Office,Miami,Florida,South,Paper,YES
8724,52,Home Office,Miami,Florida,South,Paper,YES
8725,11,Consumer,Seattle,Washington,West,Art,NO
8726,52,Corporate,Murfreesboro,Tennessee,South,Accessories,YES
8727,52,Corporate,Murfreesboro,Tennessee,South,Furnishings,YES
8728,52,Corporate,Murfreesboro,Tennessee,South,Bookcases,YES
8729,52,Corporate,Murfreesboro,Tennessee,South,Storage,YES
8730,52,Corporate,Murfreesboro,Tennessee,South,Accessories,YES
8731,31,Corporate,Saint Louis,Missouri,Central,Supplies,NO
8732,26,Corporate,Seattle,Washington,West,Paper,NO
8733,26,Corporate,Seattle,Washington,West,Furnishings,NO
8734,26,Corporate,Seattle,Washington,West,Accessories,NO
8735,6,Corporate,New York City,New York,East,Storage,NO
8736,35,Corporate,Woodbury,Minnesota,Central,Storage,NO
8738,49,Consumer,Philadelphia,Pennsylvania,East,Art,YES
8739,49,Consumer,Philadelphia,Pennsylvania,East,Phones,YES
8740,29,Consumer,Lafayette,Louisiana,South,Art,NO
8741,46,Home Office,Lawrence,Indiana,Central,Binders,NO
8742,40,Consumer,Hillsboro,Oregon,West,Furnishings,YES
8743,40,Consumer,Hillsboro,Oregon,West,Accessories,YES
8744,47,Home Office,Cambridge,Massachusetts,East,Art,NO
8745,47,Home Office,Cambridge,Massachusetts,East,Paper,NO
8746,5,Corporate,San Diego,California,West,Furnishings,NO
8747,5,Corporate,San Diego,California,West,Binders,YES
8748,5,Corporate,San Diego,California,West,Machines,YES
8749,25,Consumer,New York City,New York,East,Binders,YES
8750,25,Consumer,New York City,New York,East,Phones,NO
8751,18,Home Office,Tallahassee,Florida,South,Paper,YES
8752,18,Home Office,Tallahassee,Florida,South,Phones,YES
8753,36,Consumer,Toledo,Ohio,East,Labels,YES
8756,29,Corporate,Columbia,Maryland,East,Appliances,NO
8757,29,Corporate,Columbia,Maryland,East,Paper,NO
8758,29,Corporate,Columbia,Maryland,East,Furnishings,NO
8759,29,Corporate,Columbia,Maryland,East,Binders,NO
8760,4,Home Office,Atlanta,Georgia,South,Binders,NO
8761,4,Home Office,Atlanta,Georgia,South,Envelopes,NO
8762,52,Consumer,Sacramento,California,West,Storage,NO
8763,52,Consumer,Sacramento,California,West,Supplies,NO
8764,47,Corporate,Fort Worth,Texas,Central,Art,YES
8768,41,Consumer,Columbus,Ohio,East,Accessories,YES
8769,37,Home Office,Louisville,Colorado,West,Phones,YES
8770,37,Home Office,Louisville,Colorado,West,Chairs,YES
8771,37,Corporate,Raleigh,North Carolina,South,Appliances,YES
8772,37,Corporate,Raleigh,North Carolina,South,Paper,YES
8773,9,Home Office,New York City,New York,East,Appliances,NO
8774,9,Home Office,New York City,New York,East,Binders,YES
8775,49,Home Office,Chicago,Illinois,Central,Art,YES
8776,26,Corporate,Huntsville,Texas,Central,Chairs,YES
8777,26,Corporate,Huntsville,Texas,Central,Paper,YES
8778,50,Corporate,New York City,New York,East,Bookcases,YES
8779,12,Consumer,Salem,Oregon,West,Storage,YES
8780,9,Corporate,Houston,Texas,Central,Art,YES
8781,9,Corporate,Houston,Texas,Central,Bookcases,YES
8782,37,Corporate,Twin Falls,Idaho,West,Binders,YES
8783,37,Corporate,Twin Falls,Idaho,West,Tables,NO
8784,11,Home Office,Knoxville,Tennessee,South,Labels,YES
8785,21,Corporate,Phoenix,Arizona,West,Phones,YES
8786,21,Corporate,Phoenix,Arizona,West,Paper,YES
8787,21,Corporate,Phoenix,Arizona,West,Accessories,YES
8788,24,Consumer,Monroe,North Carolina,South,Chairs,YES
8789,24,Consumer,Monroe,North Carolina,South,Bookcases,YES
8790,36,Corporate,Richmond,Virginia,South,Binders,NO
8791,11,Consumer,Houston,Texas,Central,Phones,YES
8792,51,Corporate,Los Angeles,California,West,Labels,NO
8793,51,Corporate,Los Angeles,California,West,Fasteners,NO
8794,51,Corporate,Los Angeles,California,West,Phones,YES
8795,51,Corporate,Los Angeles,California,West,Phones,YES
8796,27,Consumer,Orem,Utah,West,Paper,NO
8797,27,Consumer,Orem,Utah,West,Art,NO
8798,14,Home Office,Burlington,Vermont,East,Phones,NO
8799,19,Consumer,Philadelphia,Pennsylvania,East,Copiers,YES
8800,47,Corporate,Chicago,Illinois,Central,Paper,YES
8801,45,Consumer,Oklahoma City,Oklahoma,Central,Phones,NO
8802,45,Consumer,Oklahoma City,Oklahoma,Central,Bookcases,NO
8803,1,Corporate,New York City,New York,East,Accessories,NO
8804,1,Corporate,New York City,New York,East,Labels,NO
8805,33,Consumer,Salt Lake City,Utah,West,Binders,YES
8806,37,Corporate,Utica,New York,East,Furnishings,NO
8808,43,Consumer,Philadelphia,Pennsylvania,East,Phones,YES
8809,43,Consumer,Philadelphia,Pennsylvania,East,Labels,YES
8810,22,Corporate,Los Angeles,California,West,Paper,NO
8811,10,Corporate,Jackson,Michigan,Central,Appliances,YES
8812,10,Corporate,Jackson,Michigan,Central,Art,NO
8813,30,Corporate,Glendale,Arizona,West,Chairs,YES
8814,48,Consumer,Wilmington,Delaware,East,Phones,NO
8815,48,Consumer,Wilmington,Delaware,East,Paper,NO
8816,48,Consumer,Wilmington,Delaware,East,Art,NO
8817,48,Consumer,Wilmington,Delaware,East,Envelopes,NO
8818,48,Consumer,Wilmington,Delaware,East,Paper,NO
8819,48,Consumer,Austin,Texas,Central,Paper,YES
8820,44,Consumer,Orlando,Florida,South,Copiers,YES
8822,44,Consumer,Orlando,Florida,South,Art,YES
8823,44,Consumer,Orlando,Florida,South,Paper,YES
8824,12,Consumer,Reading,Pennsylvania,East,Envelopes,YES
8825,51,Consumer,Philadelphia,Pennsylvania,East,Labels,YES
8826,14,Consumer,Houston,Texas,Central,Paper,YES
8827,14,Consumer,Houston,Texas,Central,Paper,YES
8828,23,Corporate,Saint Charles,Missouri,Central,Paper,NO
8829,41,Corporate,Indianapolis,Indiana,Central,Storage,NO
8831,46,Home Office,Harrisonburg,Virginia,South,Furnishings,NO
8832,26,Consumer,Rochester,New York,East,Binders,YES
8833,38,Home Office,Sandy Springs,Georgia,South,Storage,NO
8834,38,Home Office,Sandy Springs,Georgia,South,Phones,NO
8835,38,Home Office,Sandy Springs,Georgia,South,Art,NO
8836,38,Home Office,Sandy Springs,Georgia,South,Art,NO
8837,38,Home Office,Sandy Springs,Georgia,South,Labels,NO
8838,14,Corporate,Los Angeles,California,West,Art,NO
8839,14,Corporate,Los Angeles,California,West,Binders,YES
8840,14,Corporate,Los Angeles,California,West,Accessories,NO
8841,6,Corporate,San Francisco,California,West,Accessories,NO
8842,6,Corporate,San Francisco,California,West,Accessories,NO
8843,47,Corporate,Minneapolis,Minnesota,Central,Storage,NO
8845,51,Consumer,Columbus,Ohio,East,Fasteners,YES
8846,51,Consumer,Columbus,Ohio,East,Paper,YES
8847,51,Consumer,Columbus,Ohio,East,Appliances,YES
8848,27,Corporate,Raleigh,North Carolina,South,Phones,YES
8851,27,Corporate,Raleigh,North Carolina,South,Paper,YES
8852,41,Consumer,New York City,New York,East,Paper,NO
8853,39,Consumer,Philadelphia,Pennsylvania,East,Supplies,YES
8854,39,Consumer,Philadelphia,Pennsylvania,East,Accessories,YES
8855,51,Corporate,Meridian,Idaho,West,Binders,YES
8856,41,Corporate,Sacramento,California,West,Accessories,NO
8857,41,Corporate,Sacramento,California,West,Phones,YES
8858,41,Corporate,Sacramento,California,West,Binders,YES
8859,33,Home Office,Charlotte,North Carolina,South,Phones,YES
8860,37,Home Office,Paterson,New Jersey,East,Labels,NO
8861,37,Home Office,Paterson,New Jersey,East,Furnishings,NO
8862,37,Home Office,Paterson,New Jersey,East,Binders,NO
8863,37,Home Office,Paterson,New Jersey,East,Appliances,NO
8864,37,Home Office,Paterson,New Jersey,East,Paper,NO
8865,51,Consumer,Arlington,Virginia,South,Appliances,NO
8866,38,Consumer,Chicago,Illinois,Central,Bookcases,YES
8867,38,Consumer,Chicago,Illinois,Central,Phones,YES
8868,44,Consumer,San Diego,California,West,Machines,YES
8869,48,Corporate,Seattle,Washington,West,Binders,YES
8871,48,Corporate,Seattle,Washington,West,Storage,NO
8875,32,Consumer,Irving,Texas,Central,Supplies,YES
8877,37,Consumer,Morristown,New Jersey,East,Machines,NO
8878,37,Consumer,Morristown,New Jersey,East,Storage,NO
8880,13,Corporate,Los Angeles,California,West,Accessories,NO
8881,26,Home Office,Aurora,Illinois,Central,Accessories,YES
8882,42,Corporate,Durham,North Carolina,South,Phones,YES
8883,42,Corporate,Durham,North Carolina,South,Paper,YES
8887,30,Corporate,Los Angeles,California,West,Storage,NO
8888,48,Home Office,Stockton,California,West,Furnishings,NO
8889,42,Home Office,Columbia,Missouri,Central,Phones,NO
8890,42,Home Office,Columbia,Missouri,Central,Appliances,NO
8891,37,Home Office,Columbus,Georgia,South,Chairs,NO
8892,49,Home Office,San Diego,California,West,Chairs,YES
8893,32,Consumer,Texas City,Texas,Central,Tables,YES
8894,33,Consumer,Los Angeles,California,West,Furnishings,NO
8895,33,Consumer,Los Angeles,California,West,Storage,NO
8896,33,Consumer,Los Angeles,California,West,Phones,YES
8897,33,Consumer,Los Angeles,California,West,Paper,NO
8898,32,Corporate,Springfield,Virginia,South,Phones,NO
8899,32,Corporate,Springfield,Virginia,South,Labels,NO
8901,22,Consumer,Decatur,Illinois,Central,Paper,YES
8902,22,Consumer,Decatur,Illinois,Central,Chairs,YES
8903,22,Consumer,Decatur,Illinois,Central,Paper,YES
8904,26,Home Office,New York City,New York,East,Labels,NO
8905,26,Home Office,New York City,New York,East,Accessories,NO
8906,26,Home Office,New York City,New York,East,Paper,NO
8907,50,Corporate,San Francisco,California,West,Phones,YES
8908,5,Corporate,Moreno Valley,California,West,Paper,NO
8909,43,Consumer,Everett,Massachusetts,East,Labels,NO
8910,44,Consumer,Chattanooga,Tennessee,South,Accessories,YES
8911,44,Consumer,Chattanooga,Tennessee,South,Phones,YES
8913,44,Consumer,Chattanooga,Tennessee,South,Labels,YES
8914,19,Corporate,Austin,Texas,Central,Storage,YES
8917,19,Corporate,Austin,Texas,Central,Paper,YES
8919,14,Corporate,Virginia Beach,Virginia,South,Furnishings,NO
8920,18,Corporate,Jamestown,New York,East,Accessories,NO
8921,40,Corporate,Coral Gables,Florida,South,Phones,YES
8922,40,Corporate,Coral Gables,Florida,South,Furnishings,YES
8924,4,Consumer,Rockford,Illinois,Central,Phones,YES
8926,4,Consumer,Rockford,Illinois,Central,Tables,YES
8927,39,Corporate,Seattle,Washington,West,Art,NO
8928,16,Consumer,Huntsville,Texas,Central,Tables,YES
8929,16,Consumer,Huntsville,Texas,Central,Tables,YES
8930,16,Consumer,Huntsville,Texas,Central,Phones,YES
8931,51,Corporate,Milwaukee,Wisconsin,Central,Furnishings,NO
8932,51,Corporate,Milwaukee,Wisconsin,Central,Accessories,NO
8933,11,Corporate,Green Bay,Wisconsin,Central,Furnishings,NO
8934,34,Corporate,Philadelphia,Pennsylvania,East,Paper,YES
8936,51,Consumer,Los Angeles,California,West,Art,NO
8937,51,Consumer,Los Angeles,California,West,Phones,YES
8938,51,Consumer,Los Angeles,California,West,Art,NO
8939,51,Consumer,Los Angeles,California,West,Binders,YES
8940,34,Consumer,North Miami,Florida,South,Supplies,YES
8943,41,Consumer,Aurora,Illinois,Central,Chairs,YES
8944,49,Home Office,San Francisco,California,West,Paper,NO
8945,46,Corporate,San Francisco,California,West,Supplies,NO
8946,51,Corporate,New Bedford,Massachusetts,East,Paper,NO
8947,51,Corporate,New Bedford,Massachusetts,East,Binders,NO
8948,52,Consumer,San Diego,California,West,Appliances,NO
8949,51,Consumer,Jackson,Tennessee,South,Tables,YES
8950,51,Consumer,Jackson,Tennessee,South,Accessories,YES
8951,51,Consumer,Jackson,Tennessee,South,Storage,YES
8952,51,Consumer,Jackson,Tennessee,South,Art,YES
8953,51,Consumer,Jackson,Tennessee,South,Appliances,YES
8954,32,Consumer,Jacksonville,Florida,South,Bookcases,YES
8955,38,Corporate,San Diego,California,West,Paper,NO
8956,52,Consumer,Hialeah,Florida,South,Furnishings,YES
8957,52,Consumer,Hialeah,Florida,South,Machines,YES
8958,47,Consumer,Houston,Texas,Central,Phones,YES
8960,47,Consumer,Houston,Texas,Central,Chairs,YES
8961,47,Consumer,Houston,Texas,Central,Art,YES
